date,job_title,company,cities,minimum,new_max
11-18,System Analyst,塔塔信息技术（中国）股份有限公司...,苏州,18000,24000
11-18,销售分析 Sales Analyst,上海得斯威国际货运有限公司,上海,60000,240000
11-18,NEXTracker - Safe Harbor Program Analyst,伟创力管理（上海）有限公司,上海,120000,180000
11-18,IT Business Analyst,安波福电气系统有限公司,上海,0,0
11-18,Senior data Scientist,诺维信（中国）投资有限公司,天津,180000,240000
11-18,System Support  Analyst,华特迪士尼（中国）有限公司,上海,0,0
11-18,Microsoft Sr. Analyst Knowledge Center (Librarian),协力管理咨询（深圳）有限公司上海...,北京,48000,120000
11-17,QC实验员（理化检测）/QC Analyst-Physical Chemical,喜康（武汉）生物医药有限公司,武汉,60000,78000
11-17,Clinical Data Coordinator,科文斯医药研发（上海）有限公司,大连,80000,100000
11-17,Business Analyst,亚马逊中国,北京,120000,180000
11-16,Tech/Internet行业分析师-Research Analyst,瑞银企业管理（中国）有限公司,北京,0,0
11-15,Clinical Analyst HIS(005899),和睦家医疗,北京,0,0
11-15,Sourcing analyst（精英猎头）,成都卓寻天下企业管理咨询有限公司...,成都,60000,96000
11-15,Analyst分析师_上海,艾华迪商务咨询（上海）有限公司,上海,96000,120000
11-15,TEM Analyst 透射电子显微镜分析员,埃文思材料科技（上海）有限公司,上海,100000,150000
11-15,Solutions Analyst,雀巢（中国）有限公司上海分公司,上海,120000,180000
11-15,Risk Analyst,霍尼韦尔汽车零部件服务（上海）有...,上海,96000,120000
11-15,Logistics Solution Analyst/物流规划分析师,恒流管理咨询（上海）有限公司,上海,120000,180000
11-15,Data Scientist,上海贤呗智能科技有限公司,上海,36000,54000
11-15,"Credit Control Officer(Analyst- Associate, RMG)",星展银行（中国）有限公司上海分行...,上海,0,0
11-15,大数据分析专员 Data Analysis Supervisor,西诺迪斯食品（上海）有限公司,上海,180000,240000
11-15,Production Analyst,美国安伊艾国际零售公司深圳代表处...,深圳,150000,200000
11-14,Business Analyst,上海华钦信息科技股份有限公司,天津,180000,420000
11-14,临床数据管理经理Clinical Data Manager,Guangzhou Andala Co.ltd.,广州,240000,300000
11-14,Senior Costing Analyst(contractor),威富（上海）采购咨询有限公司中山...,中山,120000,180000
11-14,Market Analyst,金鹰企业管理（中国）有限公司,南京,96000,192000
11-14,KYC Compliance Analyst-商业合规分析师,穆迪分析咨询服务（北京）有限公司...,北京,96000,144000
11-14,IT infrastructure Analyst,华尔特人才咨询（上海）有限公司,宁波,250000,350000
11-14,Business Analyst,科耐欧贸易（上海）有限公司,上海,100000,150000
11-14,IT Business Analyst,广州德捷科技有限公司,广州,72000,108000
11-14,Business Analyst,FICO（费埃哲信息技术（北京）有限...,北京,300000,400000
11-14,Sr Data Visualization Engineer,英伟达半导体（上海）有限公司(NV...,上海,360000,480000
11-13,高级Quantitative Analyst,威廉欧奈尔信息科技（上海）有限公...,上海,144000,240000
11-13,医疗器械分析师Analyst for Medical Devices,弗若斯特沙利文（北京）咨询有限公...,上海,144000,216000
11-13,Customer Experience and infrastructure Analyst,某世界500强美资化工企业,上海,120000,180000
11-13,IT Senior Business Analyst,德联覆铜板（苏州）有限公司,苏州,120000,180000
11-13,"Regional FP&A Analyst, Beijing",British Council英国文化教育协会,北京,120000,180000
11-13,Credit Risk Analyst - China & APAC,帝斯曼（中国）有限公司,上海,0,0
11-13,Data Domain Specialist,诺力昂新材料（苏州）有限公司,苏州,84000,108000
11-13,临床数据管理员 Data management Specialist(J10353),昆拓信诚医药研发（北京）有限公司...,成都,72000,144000
11-13,Technical Business Analyst,上海比孚信息科技有限公司,上海,180000,240000
11-13,Purchasing Analyst 采购助理 _派遣岗位,卡特彼勒(苏州)物流有限公司,苏州,72000,96000
11-13,"Revenue Management & Pricing, Senior Analyst",上海国际主题乐园有限公司（上海迪...,上海,0,0
11-12,"Financial & Planning Analyst,LLH",林德公众有限公司 Linde,上海,0,0
11-12,Asst. Supply Chain Analyst,艾利（广州）包装系统产品有限公司...,广州,0,0
11-12,Market Intelligence Analyst,上海猎英人才服务有限公司,上海,300000,400000
11-12,IT Business Analyst,厦门德捷信息科技有限公司,厦门,84000,144000
11-12,Associate Product Manager/ Sr Analyst,上海集博投资管理咨询有限公司,上海,0,0
11-12,Johnson Controls Dalian Business Center Order to Cash Senior Analyst (粤语应收),江森自控商务服务（大连）有限公司...,大连,60000,180000
11-11,Business Analyst (Constrction方向）,宜家零售中国总部,上海,0,0
11-11,Energy Market Analyst/能源市场分析师,芬欧汇川（中国）有限公司,常熟,240000,480000
11-11,Automation Test Analyst（自动化测试分析师）,上海有大信息科技有限公司,深圳,180000,240000
11-11,"Sales Operations Analyst (EM, Shanghai)-85721BR",赛默飞世尔(上海)管理有限公司,上海,96000,144000
11-11,销售分析师 Sales Analyst,纳图兹贸易（上海）有限公司,上海,120000,180000
11-11,FMCG Assortment Analyst,家乐福（中国）管理咨询服务有限公...,上海,72000,96000
11-11,Investment Data Assistant,京明禾投资管理咨询（上海）有限公...,上海,72000,108000
11-11,Quality Analyst (Hangzhou),香港礼雅采购有限公司 - 杭州代表...,杭州,72000,96000
11-10,IT Analyst  PR # 1087299,UPS,深圳,0,0
11-10,商品分析经理 Merchandise Analyst Manager,因邸高家居商贸（上海）有限公司(...,上海,180000,240000
11-09,Market Analyst,欧力（上海）饮料有限公司,上海,120000,180000
11-09,Accounts Receivable (应收) Analyst,崇光电器制品（深圳）有限公司,上海,96000,120000
11-08,Quality Control Analyst/质量控制专员,恩梯梯数据（中国）有限公司大连分...,大连,60000,96000
11-08,Finance Analyst,DHL eCommerce,上海,120000,240000
11-08,订单分析Order Analyst (agency),亚实履带（天津）有限公司,天津,72000,96000
11-08,市场分析师 Analyst,北京威姆波尔咨询有限公司,北京,72000,96000
11-08,Business Analyst with Trading,成都迈思信息技术有限公司,成都,300000,360000
11-08,Clinical Data Coordinator/数据管理,湃朗瑞医药科技（北京）有限公司,上海,72000,240000
11-08,FP&A Analyst/Manager,NIO蔚来,上海,300000,420000
11-07,Strategic Purchasing Analyst,海福乐（深圳）贸易有限公司,深圳,72000,108000
11-07,Senior HRIS Analyst,万宝盛华企业管理咨询（上海）有限...,上海,180000,240000
11-07,Senior HRIS Business Analyst,艾默生科技资源(西安)有限公司,西安,0,0
11-07,Manufacturing System Analyst,庄信万丰中国,上海,96000,120000
11-07,投资分析专员 Investment Analyst,上海丰树管理有限公司,上海,100000,200000
11-07,Business Systems Analyst BSA,徕卡显微系统（上海）有限公司,上海,180000,240000
11-07,GIS Analyst,深圳市位和科技有限责任公司,深圳,120000,180000
11-06,IT Analyst,强生（苏州）医疗器材有限公司,苏州,150000,200000
11-06,RPA Senior Business Analyst,马恒达（北京）信息技术服务有限公...,上海,180000,300000
11-06,MI Analyst 市场分析员,奥索假肢矫形康复器材（上海）有限...,上海,120000,180000
11-05,Sales Analyst,帝亚吉欧洋酒贸易（上海）有限公司...,厦门,72000,96000
11-05,"希尔顿——Analyst, C&B",上海合杰人才服务有限公司,上海,120000,180000
11-05,Financial Analyst,凯盛融英信息科技（上海）股份有限...,上海,180000,240000
11-04,Payroll Analyst,Nuance纽昂司软件技术（北京）有限...,成都,120000,180000
11-04,Market Analyst,PG SHIPMANAGEMENT PTE. LTD./PAC...,上海,96000,180000
11-04,Senior Market Analyst,达科企业管理咨询（上海）有限公司...,上海,180000,228000
11-03,International Market Analyst,英国毕尔吉企业咨询有限公司北京代...,北京,120000,180000
11-02,QC Analyst/质量分析管理员,贝克曼库尔特商贸（中国）有限公司...,上海,180000,240000
11-01,Business Analyst-Intern,珂茜芙商贸（上海）有限公司,上海,130,0
11-01,00310-Data Analytics Expert Supervisor,上海复宏汉霖生物技术股份有限公司...,上海,150000,250000
10-31,Biologist  Analyst,深圳脉图精准技术有限公司,深圳,120000,360000
10-30,Business Process Analyst Intern 流程管理实习,托克投资（中国）有限公司,上海,24000,36000
10-30,Senior Market Analyst,通力电梯有限公司,上海,120000,180000
10-30,"Sr. Analyst, Quality Improvement Engineer",上海庄臣有限公司,上海,96000,192000
10-29,Supply Chain Planning Analyst,邦基（南京）粮油有限公司,南京,80000,100000
10-29,Tool Application Business Analyst,天弘电子（上海）有限公司 Celest...,上海,180000,240000
10-29,Business Analyst,爱德士缅因生物制品贸易（上海）有...,上海,144000,180000
10-29,Data Scientist 数据分析师,玛泽咨询（上海）有限公司,上海,72000,96000
10-29,Production Analyst,东莞凯劲威利科技有限公司,东莞,180000,360000
10-29,Project Financial Analyst,昆皓睿诚医药研发（北京）有限公司...,上海,108000,120000
10-29,"FICO Senior Analyst, SAP AMS",麦格纳汽车技术（上海）有限公司,上海,240000,300000
10-29,"Analyst, SC Logistics, GSC Solids(第三方派遣）",沙伯基础(上海)商贸有限公司,异地招聘,0,0
10-28,Analyst/Consultant in People Analytics,字节跳动,北京,240000,480000
10-28,"Asia Pricing Analyst, Asia Corp",上海罗宾升国际货运有限公司深圳分...,深圳,120000,240000
10-28,Business Development Analyst,苏州亚盛药业有限公司,上海,18,0
10-28,高级分析师Sr. Analyst,益普索（中国）咨询有限公司,上海,180000,300000
10-26,APAC Senior Business Analyst,安朗杰安防技术（中国）有限公司,上海,0,0
10-25,Desk Research Analyst (医药行业研究员）,SAI市场咨询（北京）有限公司,上海,80000,100000
10-25,Logistics Business Analyst,翱蓝特国际货运代理（上海）有限公...,上海,120000,180000
10-25,Metals Junior Reaearch Analyst,埃珂森（上海）企业管理有限公司,上海,96000,120000
10-24,HR Analyst,Cisco 思科系统（中国）,大连,72000,96000
10-24,M&A Data Researcher,上海司尔亚司数据信息有限公司,上海,80000,100000
10-23,Commercial Analyst,Morgan Philips,北京,200000,300000
10-23,数据科学家 Data Scientist（上海）,艾昆纬医药科技（上海）有限公司,上海,0,0
10-23,Sr.Business Systems Analyst,广州邓盛柏资讯科技顾问有限公司,广州,240000,300000
10-22,Data Center Manager,嘉吉动物蛋白（安徽）有限公司,滁州,0,0
10-22,"Analyst, Quality Control",康日百奥生物科技（苏州）有限公司...,苏州,96000,120000
10-22,business analyst manager,翔傲信息科技（上海）有限公司,上海,180000,240000
10-21,物流分析员 Logistics Analyst,Tesla特斯拉汽车,北京,180000,300000
10-20,"Research Analyst, Retail",英敏特信息咨询（上海）有限公司,广州,96000,180000
10-18,Business Analyst specialist,上海昊硕企业管理咨询有限公司,广州,180000,240000
10-18,"Analyst, Procurement(间接采购开发)",世楷家具（东莞）有限公司,东莞,120000,144000
10-18,生物信息部_Leading Data Scientist(J12038),上海药明奥测医疗科技有限公司,上海,240000,600000
10-17,Social Media Research Analyst,Kantar （凯度集团）,上海,72000,96000
10-16,Business Analyst,北京世博金安科技有限公司,上海,180000,240000
10-16,Finance Analyst(002537),当纳利（中国）投资有限公司,上海,0,0
10-16,Data Coordinator 数据协调员,方达医药技术（上海）有限公司,郑州,72000,96000
10-15,Risk Analyst 工作地：阿布扎比,链盟（上海）数字科技有限公司,上海,240000,480000
10-15,欧洲知名制造业集团 Finance Analyst,万宝盛华企业管理咨询（上海）有限...,北京,96000,156000
10-14,Logistics Analyst物流分析师,福迪威医疗器械（上海）有限公司,上海,100000,150000
10-14,Senior Business Analyst / Supervisor,美世咨询（中国）有限公司Mercer ...,上海,192000,300000
10-13,Operation Analyst,艾图服装配件（广州）有限公司,广州,60000,84000
10-13,数据助理 Data Assistant,北京MEDPACE医药科技有限公司,北京,100000,150000
10-12,Data Modeler 数据分析师,益博睿信息技术（北京）有限公司,北京,120000,240000
10-11,SAP System Analyst,苏州寿力气体设备有限公司,苏州,108000,168000
10-11,Commercial Business Analyst (Deal Desk),托克投资（中国）有限公司,上海,0,0
10-10,Data Management 2,乔治（北京）临床医学研究有限公司...,北京,120000,180000
10-10,Analyst,北京中外商桥投资咨询有限公司,北京,96000,156000
10-10,Data Management Lead(临床数据项目管理),精鼎医药研究开发（上海）有限公司...,北京,180000,240000
10-09,知名美企-Business Intelligence Analyst,万宝盛华企业管理咨询（上海）有限...,北京,180000,360000
10-08,Senior analyst,广州艾媒数聚信息咨询股份有限公司...,广州,150000,200000
10-08,ODM Warehouse Analyst,中国惠普有限公司,重庆,0,0
10-07,Technical Service IT Analyst,宣伟（上海）涂料有限公司,上海,0,0
10-04,KYC Analyst(ECM),法国兴业银行（中国）有限公司,北京,0,0
09-29,Senior Finance Analyst,亚玛芬体育用品贸易（上海）有限公...,上海,120000,180000
09-29,Document &amp; Change Control Analyst,汇丰银行（中国）有限公司广州分行...,佛山,54000,72000
09-29,Business Analyst RBWM,汇丰银行（中国）有限公司,深圳,0,0
09-29,Senior Technical Analyst,汇丰技术服务（中国）有限公司,上海,0,0
09-27,Data Scientist (Based in HK),奥雅纳工程咨询(上海)有限公司深圳...,异地招聘,0,0
